VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,09/20/2018 08:24:08 AM,09/20/2018 08:36:40 AM,2,1.19,1,N,90,170,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
2,09/20/2018 08:52:11 AM,09/20/2018 09:17:01 AM,2,2.91,1,N,186,45,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8
2,09/20/2018 08:03:33 AM,09/20/2018 08:11:22 AM,1,1.02,1,N,262,140,1,7.0,0.0,0.5,1.5,0.0,0.3,9.3
2,09/20/2018 08:14:07 AM,09/20/2018 08:18:44 AM,1,0.69,1,N,140,141,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,09/20/2018 08:21:00 AM,09/20/2018 08:42:30 AM,1,4.17,1,N,141,107,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36
2,09/20/2018 08:44:42 AM,09/20/2018 08:49:39 AM,1,0.46,1,N,107,234,1,5.0,0.0,0.5,0.87,0.0,0.3,6.67
2,09/20/2018 08:53:26 AM,09/20/2018 09:05:13 AM,1,1.59,1,N,107,161,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,09/20/2018 08:42:03 AM,09/20/2018 09:40:34 AM,5,20.2,2,N,132,244,1,52.0,0.0,0.5,0.0,5.76,0.3,58.56
1,09/20/2018 08:09:31 AM,09/20/2018 08:34:16 AM,1,4.1,1,N,13,234,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
1,09/20/2018 08:42:00 AM,09/20/2018 08:46:28 AM,1,0.7,1,N,234,114,1,5.0,0.0,0.5,1.7,0.0,0.3,7.5
1,09/20/2018 08:48:03 AM,09/20/2018 09:00:33 AM,1,1.6,1,N,114,137,1,9.5,0.0,0.5,0.52,0.0,0.3,10.82
1,09/20/2018 08:20:33 AM,09/20/2018 08:32:11 AM,1,1.9,1,N,42,75,1,9.5,0.0,0.5,0.0,0.0,0.3,10.3
1,09/20/2018 08:39:40 AM,09/20/2018 09:16:32 AM,1,3.4,1,N,236,100,1,22.5,0.0,0.5,2.5,0.0,0.3,25.8
2,09/20/2018 08:39:07 AM,09/20/2018 09:17:37 AM,1,4.24,1,N,260,163,1,24.0,0.0,0.5,2.0,0.0,0.3,26.8
2,09/20/2018 08:07:34 AM,09/20/2018 08:22:47 AM,2,1.85,1,N,234,230,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,09/20/2018 08:34:01 AM,09/20/2018 09:01:44 AM,2,3.62,1,N,50,211,1,18.5,0.0,0.5,2.9,0.0,0.3,24.15
2,09/20/2018 08:07:32 AM,09/20/2018 08:15:13 AM,1,1.2,1,N,164,162,1,7.0,0.0,0.5,1.17,0.0,0.3,8.97
2,09/20/2018 08:33:39 AM,09/20/2018 09:04:58 AM,1,6.91,1,N,140,244,1,28.5,0.0,0.5,5.86,0.0,0.3,35.16
2,09/20/2018 08:40:51 AM,09/20/2018 08:51:49 AM,1,0.73,1,N,170,100,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,09/20/2018 08:54:43 AM,09/20/2018 09:16:25 AM,1,1.6,1,N,186,161,1,14.0,0.0,0.5,1.88,0.0,0.3,16.68
2,09/20/2018 08:25:39 AM,09/20/2018 09:02:19 AM,2,3.55,1,N,231,161,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96
2,09/20/2018 08:31:31 AM,09/20/2018 08:47:08 AM,1,7.02,1,N,137,56,1,21.5,0.0,0.5,2.0,5.76,0.3,30.06
1,09/20/2018 08:55:18 AM,09/20/2018 09:00:28 AM,1,0.9,1,N,193,193,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,09/20/2018 08:06:21 AM,09/20/2018 08:44:55 AM,1,11.99,1,N,138,107,1,37.0,0.0,0.5,8.71,5.76,0.3,52.27
2,09/20/2018 08:47:04 AM,09/20/2018 08:53:00 AM,1,0.54,1,N,234,164,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,09/20/2018 08:57:33 AM,09/20/2018 09:11:39 AM,1,1.5,1,N,170,68,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,09/20/2018 08:04:41 AM,09/20/2018 08:15:23 AM,5,1.42,1,N,233,162,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,09/20/2018 08:31:25 AM,09/20/2018 08:53:48 AM,5,5.6,1,N,170,261,2,21.0,0.0,0.5,0.0,0.0,0.3,21.8
2,09/20/2018 08:58:47 AM,09/20/2018 09:25:17 AM,5,2.76,1,N,231,234,1,17.0,0.0,0.5,2.25,0.0,0.3,20.05
1,09/20/2018 08:22:07 AM,09/20/2018 08:36:51 AM,1,0.9,1,N,48,161,1,10.0,0.0,0.5,2.0,0.0,0.3,12.8
1,09/20/2018 08:47:36 AM,09/20/2018 09:05:06 AM,1,2.3,1,N,163,236,1,12.5,0.0,0.5,3.3,0.0,0.3,16.6
2,09/20/2018 08:18:48 AM,09/20/2018 08:37:38 AM,1,3.86,1,N,140,234,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
2,09/20/2018 08:42:21 AM,09/20/2018 08:50:54 AM,1,0.68,1,N,234,90,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,09/20/2018 08:54:00 AM,09/20/2018 09:12:47 AM,1,1.38,1,N,90,164,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96
1,09/20/2018 08:54:29 AM,09/20/2018 09:00:24 AM,1,0.8,1,N,74,75,1,6.0,0.0,0.5,2.0,0.0,0.3,8.8
1,09/20/2018 08:00:07 AM,09/20/2018 08:05:18 AM,1,0.8,1,N,79,4,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
1,09/20/2018 08:11:00 AM,09/20/2018 08:14:48 AM,1,0.5,1,N,107,113,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,09/20/2018 08:21:59 AM,09/20/2018 08:34:56 AM,1,2.5,1,N,90,13,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
1,09/20/2018 08:38:35 AM,09/20/2018 09:07:26 AM,1,13.5,1,N,13,138,1,38.5,0.0,0.5,9.8,0.0,0.3,49.1
2,09/20/2018 08:16:53 AM,09/20/2018 08:32:02 AM,6,1.52,1,N,238,142,1,10.5,0.0,0.5,2.82,0.0,0.3,14.12
2,09/20/2018 08:32:34 AM,09/20/2018 09:05:21 AM,6,5.06,1,N,142,13,1,23.5,0.0,0.5,3.64,0.0,0.3,27.94
1,09/20/2018 08:05:17 AM,09/20/2018 08:10:03 AM,1,0.7,1,N,230,142,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
1,09/20/2018 08:13:30 AM,09/20/2018 08:31:03 AM,1,1.0,1,N,48,161,1,11.5,0.0,0.5,1.5,0.0,0.3,13.8
1,09/20/2018 08:44:19 AM,09/20/2018 09:00:41 AM,1,1.1,1,N,141,162,1,11.0,0.0,0.5,1.0,0.0,0.3,12.8
2,09/20/2018 08:22:32 AM,09/20/2018 08:39:31 AM,2,6.75,1,N,132,180,2,21.0,0.0,0.5,0.0,0.0,0.3,21.8
2,09/20/2018 08:34:26 AM,09/20/2018 08:43:52 AM,1,1.72,1,N,75,237,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,09/20/2018 08:45:56 AM,09/20/2018 08:57:54 AM,1,0.68,1,N,237,162,1,8.5,0.0,0.5,1.4,0.0,0.3,10.7
2,09/20/2018 08:08:50 AM,09/20/2018 08:16:07 AM,1,0.56,1,N,238,238,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,09/20/2018 08:20:49 AM,09/20/2018 08:39:21 AM,1,2.48,1,N,239,161,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2,09/20/2018 08:12:31 AM,09/20/2018 08:16:41 AM,1,0.72,1,N,262,236,1,5.0,0.0,0.5,1.74,0.0,0.3,7.54
2,09/20/2018 08:19:06 AM,09/20/2018 08:20:46 AM,1,0.43,1,N,236,236,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16
2,09/20/2018 08:22:58 AM,09/20/2018 08:36:30 AM,1,1.65,1,N,236,141,1,10.0,0.0,0.5,1.3,0.0,0.3,12.1
2,09/20/2018 08:39:08 AM,09/20/2018 08:57:51 AM,1,3.09,1,N,141,137,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
2,09/20/2018 08:02:02 AM,09/20/2018 08:20:16 AM,1,3.18,1,N,79,140,1,14.0,0.0,0.5,2.22,0.0,0.3,17.02
2,09/20/2018 08:40:11 AM,09/20/2018 08:54:52 AM,1,1.53,1,N,263,237,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,09/20/2018 08:02:43 AM,09/20/2018 08:32:30 AM,1,3.13,1,N,185,60,1,18.5,0.0,0.5,0.0,0.0,0.3,19.3
2,09/20/2018 08:58:03 AM,09/20/2018 10:15:54 AM,1,11.93,5,N,250,170,1,35.82,0.0,0.5,0.0,5.76,0.3,42.38
2,09/20/2018 08:14:19 AM,09/20/2018 08:22:46 AM,2,1.31,1,N,231,113,1,7.5,0.0,0.5,1.24,0.0,0.3,9.54
2,09/20/2018 08:27:35 AM,09/20/2018 08:38:52 AM,3,1.47,1,N,113,158,1,9.0,0.0,0.5,1.47,0.0,0.3,11.27
2,09/20/2018 08:44:34 AM,09/20/2018 08:53:53 AM,1,1.21,1,N,90,68,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,09/20/2018 08:12:33 AM,09/20/2018 08:27:48 AM,1,2.3,1,N,161,137,1,11.0,0.0,0.5,0.7,0.0,0.3,12.5
2,09/20/2018 08:30:20 AM,09/20/2018 08:40:18 AM,1,1.69,1,N,137,161,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,09/20/2018 08:49:41 AM,09/20/2018 08:49:46 AM,1,0.01,2,N,264,237,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2,09/20/2018 08:50:33 AM,09/20/2018 08:56:50 AM,1,0.85,1,N,237,141,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,09/20/2018 08:13:36 AM,09/20/2018 08:32:06 AM,1,2.36,1,N,170,236,1,13.5,0.0,0.5,1.0,0.0,0.3,15.3
2,09/20/2018 08:36:13 AM,09/20/2018 08:40:59 AM,1,0.55,1,N,237,237,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,09/20/2018 08:39:19 AM,09/20/2018 08:58:42 AM,1,1.83,1,N,237,170,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
1,09/20/2018 08:29:36 AM,09/20/2018 08:59:42 AM,1,6.6,1,N,33,170,1,23.5,1.0,0.5,6.3,0.0,0.3,31.6
2,09/20/2018 08:03:56 AM,09/20/2018 08:18:26 AM,3,2.98,1,N,140,74,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,09/20/2018 08:35:55 AM,09/20/2018 08:39:12 AM,2,0.83,1,N,75,263,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,09/20/2018 08:42:06 AM,09/20/2018 08:44:52 AM,2,0.66,1,N,262,140,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89
2,09/20/2018 08:46:42 AM,09/20/2018 09:02:13 AM,3,1.44,1,N,140,162,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
1,09/20/2018 08:04:36 AM,09/20/2018 08:54:12 AM,1,13.0,1,N,138,230,1,43.5,0.0,0.5,12.5,5.76,0.3,62.56
2,09/20/2018 08:36:32 AM,09/20/2018 08:49:20 AM,1,0.56,1,N,261,209,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
2,09/20/2018 08:52:57 AM,09/20/2018 09:29:40 AM,1,5.93,1,N,87,140,2,25.5,0.0,0.5,0.0,0.0,0.3,26.3
2,09/20/2018 08:10:20 AM,09/20/2018 08:24:31 AM,2,2.52,1,N,90,237,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,09/20/2018 08:32:45 AM,09/20/2018 08:44:23 AM,2,1.96,1,N,237,238,1,10.0,0.0,0.5,3.24,0.0,0.3,14.04
2,09/20/2018 08:45:37 AM,09/20/2018 08:52:20 AM,2,1.09,1,N,239,151,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,09/20/2018 08:53:38 AM,09/20/2018 09:00:27 AM,2,1.12,1,N,151,238,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,09/20/2018 08:06:00 AM,09/20/2018 08:22:58 AM,2,2.04,1,N,107,161,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,09/20/2018 08:25:45 AM,09/20/2018 08:29:18 AM,2,0.69,1,N,161,164,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,09/20/2018 08:31:05 AM,09/20/2018 08:40:59 AM,2,1.2,1,N,234,100,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0
2,09/20/2018 08:49:46 AM,09/20/2018 09:06:26 AM,2,3.47,1,N,50,231,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
1,09/20/2018 08:45:38 AM,09/20/2018 09:20:29 AM,3,8.8,1,N,138,166,1,30.5,0.0,0.5,5.0,5.76,0.3,42.06
2,09/20/2018 08:18:08 AM,09/20/2018 08:57:56 AM,1,5.58,1,N,209,230,1,27.0,0.0,0.5,5.56,0.0,0.3,33.36
1,09/20/2018 08:12:53 AM,09/20/2018 08:19:32 AM,0,0.6,1,N,236,236,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
1,09/20/2018 08:21:24 AM,09/20/2018 08:34:14 AM,0,1.7,1,N,236,237,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
1,09/20/2018 08:42:46 AM,09/20/2018 08:52:21 AM,0,1.0,1,N,237,161,1,7.5,0.0,0.5,1.2,0.0,0.3,9.5
1,09/20/2018 08:56:06 AM,09/20/2018 09:10:10 AM,0,1.7,1,N,230,50,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
1,09/20/2018 08:28:20 AM,09/20/2018 08:34:41 AM,1,1.2,1,N,237,239,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1,09/20/2018 08:37:01 AM,09/20/2018 08:56:13 AM,1,2.1,1,N,239,161,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55
2,09/20/2018 08:34:01 AM,09/20/2018 09:19:53 AM,2,7.52,1,N,25,143,1,33.0,0.0,0.5,6.76,0.0,0.3,40.56
2,09/20/2018 08:01:07 AM,09/20/2018 09:02:38 AM,2,14.9,1,N,138,144,1,53.5,0.0,0.5,7.0,5.76,0.3,67.06
2,09/20/2018 08:15:39 AM,09/20/2018 08:18:09 AM,2,0.21,1,N,100,48,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16
2,09/20/2018 08:22:04 AM,09/20/2018 08:40:08 AM,1,1.85,1,N,50,161,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3
2,09/20/2018 08:46:20 AM,09/20/2018 08:52:19 AM,2,0.79,1,N,161,237,1,6.0,0.0,0.5,2.04,0.0,0.3,8.84
2,09/20/2018 08:25:26 AM,09/20/2018 09:01:18 AM,1,15.95,3,N,209,1,1,64.0,0.0,0.0,16.36,17.5,0.3,98.16
1,09/20/2018 08:25:17 AM,09/20/2018 08:32:08 AM,1,0.6,1,N,100,90,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
1,09/20/2018 08:32:56 AM,09/20/2018 08:42:44 AM,1,1.2,1,N,186,230,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
1,09/20/2018 08:52:04 AM,09/20/2018 09:15:20 AM,1,2.1,1,N,143,162,1,15.0,0.0,0.5,2.5,0.0,0.3,18.3
1,09/20/2018 08:00:28 AM,09/20/2018 08:23:33 AM,1,3.9,1,N,13,50,1,17.0,0.0,0.5,3.55,0.0,0.3,21.35
1,09/20/2018 08:26:02 AM,09/20/2018 08:48:56 AM,1,2.0,1,N,50,234,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95
1,09/20/2018 08:52:35 AM,09/20/2018 09:00:38 AM,1,0.8,1,N,90,234,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
2,09/20/2018 08:46:44 AM,09/20/2018 09:11:02 AM,1,2.54,1,N,238,163,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
1,09/20/2018 08:13:31 AM,09/20/2018 08:38:56 AM,1,6.3,1,N,13,229,1,22.0,0.0,0.5,4.0,0.0,0.3,26.8
1,09/20/2018 08:32:57 AM,09/20/2018 08:41:03 AM,1,1.1,1,N,170,234,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
1,09/20/2018 08:49:11 AM,09/20/2018 08:55:24 AM,2,0.5,1,N,90,113,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,09/20/2018 08:56:49 AM,09/20/2018 09:03:27 AM,1,0.8,1,N,113,79,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
2,09/20/2018 08:25:27 AM,09/20/2018 08:30:05 AM,1,0.49,1,N,151,24,1,5.0,0.0,0.5,3.5,0.0,0.3,9.3
2,09/20/2018 08:36:19 AM,09/20/2018 08:47:08 AM,1,1.52,1,N,151,41,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,09/20/2018 08:19:57 AM,09/20/2018 08:36:23 AM,1,1.76,1,N,100,137,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,09/20/2018 08:37:37 AM,09/20/2018 08:40:41 AM,1,0.49,1,N,137,170,1,4.0,0.0,0.5,1.44,0.0,0.3,6.24
2,09/20/2018 08:50:40 AM,09/20/2018 09:25:26 AM,1,2.27,1,N,170,113,1,20.5,0.0,0.5,5.32,0.0,0.3,26.62
2,09/20/2018 08:42:42 AM,09/20/2018 09:22:07 AM,1,4.24,1,N,41,161,1,24.5,0.0,0.5,2.0,0.0,0.3,27.3
2,09/20/2018 08:07:11 AM,09/20/2018 08:20:53 AM,5,1.05,1,N,162,141,1,9.5,0.0,0.5,2.58,0.0,0.3,12.88
2,09/20/2018 08:31:46 AM,09/20/2018 08:55:58 AM,5,2.47,1,N,140,170,1,15.5,0.0,0.5,4.08,0.0,0.3,20.38
2,09/20/2018 08:59:08 AM,09/20/2018 09:06:16 AM,5,0.66,1,N,170,234,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,09/20/2018 08:11:15 AM,09/20/2018 08:20:43 AM,1,0.87,1,N,163,162,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,09/20/2018 08:31:15 AM,09/20/2018 08:35:52 AM,1,0.53,1,N,237,229,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,09/20/2018 08:39:12 AM,09/20/2018 08:44:08 AM,1,0.74,1,N,140,229,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,09/20/2018 08:57:21 AM,09/20/2018 09:18:05 AM,1,2.82,1,N,263,151,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96
2,09/20/2018 08:17:09 AM,09/20/2018 08:46:18 AM,1,7.42,1,N,52,161,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96
1,09/20/2018 08:06:53 AM,09/20/2018 08:26:58 AM,1,1.8,1,N,68,170,1,13.5,0.0,0.5,1.5,0.0,0.3,15.8
1,09/20/2018 08:31:15 AM,09/20/2018 08:40:02 AM,1,0.6,1,N,161,163,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
1,09/20/2018 08:56:14 AM,09/20/2018 09:01:48 AM,1,0.9,1,N,236,237,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85
2,09/20/2018 08:04:01 AM,09/20/2018 08:35:55 AM,1,8.17,1,N,138,237,1,27.0,0.0,0.5,5.0,5.76,0.3,38.56
2,09/20/2018 08:43:11 AM,09/20/2018 08:48:05 AM,1,0.91,1,N,262,236,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,09/20/2018 08:55:03 AM,09/20/2018 08:59:34 AM,1,0.72,1,N,263,263,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,09/20/2018 08:04:11 AM,09/20/2018 08:38:22 AM,1,5.4,1,N,100,232,2,20.0,0.0,0.5,0.0,0.0,0.3,20.8
1,09/20/2018 08:24:19 AM,09/20/2018 08:35:03 AM,2,1.1,1,N,170,170,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,09/20/2018 08:46:34 AM,09/20/2018 09:01:25 AM,2,1.3,1,N,170,230,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,09/20/2018 08:06:46 AM,09/20/2018 08:18:00 AM,1,1.19,1,N,234,186,1,8.5,0.0,0.5,0.93,0.0,0.3,10.23
2,09/20/2018 08:20:16 AM,09/20/2018 08:53:51 AM,1,6.12,1,N,186,88,1,26.0,0.0,0.5,5.36,0.0,0.3,32.16
1,09/20/2018 08:50:31 AM,09/20/2018 09:10:06 AM,1,1.3,1,N,229,170,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95
1,09/20/2018 08:03:06 AM,09/20/2018 08:21:43 AM,2,1.3,1,N,163,162,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
1,09/20/2018 08:27:06 AM,09/20/2018 08:37:03 AM,1,0.8,1,N,161,100,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,09/20/2018 08:42:34 AM,09/20/2018 08:55:09 AM,1,1.5,1,N,100,107,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
1,09/20/2018 08:55:51 AM,09/20/2018 09:07:42 AM,1,1.8,1,N,107,211,1,9.5,0.0,0.5,1.5,0.0,0.3,11.8
2,09/20/2018 08:33:02 AM,09/20/2018 09:31:53 AM,1,13.37,1,N,138,114,1,44.5,0.0,0.5,10.21,5.76,0.3,61.27
2,09/20/2018 08:19:48 AM,09/20/2018 08:23:05 AM,2,0.7,1,N,137,107,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
2,09/20/2018 08:24:00 AM,09/20/2018 08:42:12 AM,2,3.64,1,N,107,66,1,15.0,0.0,0.5,1.0,0.0,0.3,16.8
2,09/20/2018 08:56:31 AM,09/20/2018 08:59:46 AM,2,0.64,1,N,231,249,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,09/20/2018 08:04:15 AM,09/20/2018 08:40:31 AM,1,3.49,1,N,238,161,1,22.0,0.0,0.5,3.42,0.0,0.3,26.22
2,09/20/2018 08:57:42 AM,09/20/2018 09:17:21 AM,1,1.83,1,N,237,48,1,13.0,0.0,0.5,2.48,0.0,0.3,16.28
2,09/20/2018 08:05:03 AM,09/20/2018 08:33:21 AM,5,2.44,1,N,141,186,1,18.0,0.0,0.5,4.7,0.0,0.3,23.5
2,09/20/2018 08:37:31 AM,09/20/2018 08:44:06 AM,5,1.01,1,N,186,161,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1,09/20/2018 08:13:05 AM,09/20/2018 08:13:30 AM,1,4.4,1,N,230,230,1,2.5,0.0,0.5,0.65,0.0,0.3,3.95
1,09/20/2018 08:25:41 AM,09/20/2018 08:29:03 AM,1,0.5,1,N,100,100,1,4.5,0.0,0.5,0.5,0.0,0.3,5.8
1,09/20/2018 08:30:39 AM,09/20/2018 08:45:38 AM,1,1.6,1,N,68,50,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
1,09/20/2018 08:48:51 AM,09/20/2018 09:06:17 AM,1,1.5,1,N,50,161,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0
2,09/20/2018 08:18:22 AM,09/20/2018 08:23:30 AM,1,0.87,1,N,24,238,1,5.5,0.0,0.5,0.5,0.0,0.3,6.8
2,09/20/2018 08:24:45 AM,09/20/2018 08:53:44 AM,1,3.09,1,N,238,161,1,18.5,0.0,0.5,3.0,0.0,0.3,22.3
2,09/20/2018 08:16:34 AM,09/20/2018 08:53:41 AM,1,5.3,1,N,33,100,1,25.5,0.0,0.5,5.26,0.0,0.3,31.56
2,09/20/2018 08:56:21 AM,09/20/2018 09:25:34 AM,1,11.57,1,N,230,138,2,35.5,0.0,0.5,0.0,5.76,0.3,42.06
2,09/20/2018 08:58:16 AM,09/20/2018 09:50:37 AM,1,12.53,1,N,138,113,1,41.5,0.0,0.5,0.0,5.76,0.3,48.06
1,09/20/2018 08:34:58 AM,09/20/2018 08:48:36 AM,1,1.5,1,N,100,68,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
1,09/20/2018 08:49:50 AM,09/20/2018 09:00:48 AM,1,1.3,1,N,249,234,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,09/20/2018 08:15:14 AM,09/20/2018 08:34:07 AM,1,2.77,1,N,239,164,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3
2,09/20/2018 08:51:50 AM,09/20/2018 09:05:22 AM,1,2.18,1,N,137,144,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3
1,09/20/2018 08:20:53 AM,09/20/2018 08:53:14 AM,1,4.5,1,N,13,230,1,22.0,0.0,0.5,4.55,0.0,0.3,27.35
1,09/20/2018 08:56:11 AM,09/20/2018 09:39:24 AM,1,5.9,1,N,230,87,1,29.5,0.0,0.5,6.05,0.0,0.3,36.35
1,09/20/2018 08:08:37 AM,09/20/2018 08:22:10 AM,1,2.0,1,N,140,233,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
1,09/20/2018 08:24:19 AM,09/20/2018 08:28:57 AM,1,0.3,1,N,170,137,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,09/20/2018 08:31:31 AM,09/20/2018 08:38:10 AM,1,0.8,1,Y,170,229,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,09/20/2018 08:00:00 AM,09/20/2018 08:08:17 AM,1,0.9,1,N,107,164,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,09/20/2018 08:11:21 AM,09/20/2018 08:28:10 AM,1,1.6,1,N,161,143,1,11.5,0.0,0.5,3.05,0.0,0.3,15.35
1,09/20/2018 08:29:25 AM,09/20/2018 08:51:43 AM,1,3.1,1,N,143,140,1,16.0,0.0,0.5,5.0,0.0,0.3,21.8
1,09/20/2018 08:52:33 AM,09/20/2018 09:15:57 AM,1,3.8,1,N,140,166,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
2,09/20/2018 08:00:59 AM,09/20/2018 08:15:29 AM,1,2.32,1,N,141,50,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,09/20/2018 08:33:42 AM,09/20/2018 08:46:41 AM,2,1.67,1,N,142,163,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
2,09/20/2018 08:55:34 AM,09/20/2018 09:14:37 AM,2,1.55,1,N,237,161,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2,09/20/2018 08:04:31 AM,09/20/2018 08:12:07 AM,1,0.85,1,N,113,158,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,09/20/2018 08:13:23 AM,09/20/2018 08:25:20 AM,1,1.44,1,N,158,234,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,09/20/2018 08:30:06 AM,09/20/2018 08:37:07 AM,1,1.15,1,N,113,231,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,09/20/2018 08:42:36 AM,09/20/2018 09:04:20 AM,1,2.36,1,N,114,261,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
1,09/20/2018 08:08:30 AM,09/20/2018 08:13:53 AM,1,0.5,1,N,161,162,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,09/20/2018 08:45:50 AM,09/20/2018 09:03:25 AM,1,3.9,1,N,263,137,1,15.5,0.0,0.5,0.82,0.0,0.3,17.12
